AnimalID, Sex, Matril, BGroup, DateOfB, Pedigree
"57T","f","Q1083","S",11/5/2002 0:00:00,8
"43T","m","Q1083","R",11/7/2002 0:00:00,7
"i0382H","f","Q1083","S",11/8/2002 0:00:00,8
"40T","f","Q1083","R",11/9/2002 0:00:00,6
"39T","f","Q1083","R",11/10/2002 0:00:00,8
"i0328H","m","Q1083","BB",11/10/2002 0:00:00,6
"i0355F","f","Q1083","CC",11/10/2002 0:00:00,7
"99S","f","Q1083","R",11/13/2002 0:00:00,7
"83T","m","Q1083","S",11/15/2002 0:00:00,5
"i0336D","m","Q1083","S",11/15/2002 0:00:00,7
"60T","m","Q1083","R",11/17/2002 0:00:00,6
"i0329I","f","Q1083","R",11/17/2002 0:00:00,8
"i03Z75","m","Q1083","CC",11/18/2002 0:00:00,6
"88S","m","Q1083","S",11/20/2002 0:00:00,7
"i0339A","m","Q1083","CC",11/21/2002 0:00:00,6
"i0372F","f","Q1083","BB",11/24/2002 0:00:00,7
"i0389H","f","Q1083","BB",11/27/2002 0:00:00,7
"58T","f","Q1083","S",11/28/2002 0:00:00,6
"i03C12","f","Q1083","R",11/29/2002 0:00:00,5
"i0353B","f","Q1083","CC",11/30/2002 0:00:00,6
"61T","m","Q1083","S",12/3/2002 0:00:00,6
"i0336B","f","Q1083","BB",12/3/2002 0:00:00,7
"i0398C","f","Q1083","CC",12/5/2002 0:00:00,8
"i0350F","m","Q1083","CC",12/5/2002 0:00:00,6
"38T","f","Q1083","S",12/8/2002 0:00:00,7
"70T","f","Q1083","S",12/8/2002 0:00:00,6
"98S","f","Q1083","R",12/11/2002 0:00:00,7
"63T","f","Q1083","S",12/15/2002 0:00:00,7
"i03J01","m","Q1083","BB",12/15/2002 0:00:00,6
"i03K79","f","Q1083","BB",12/16/2002 0:00:00,6
"i0374K","f","Q1083","S",12/17/2002 0:00:00,6
"i03T86","f","Q1083","CC",1/4/2003 0:00:00,6
"i0340A","m","Q1083","CC",1/6/2003 0:00:00,6
"i0382C","m","Q1083","CC",1/13/2003 0:00:00,7
"73T","f","Q1083","S",1/22/2003 0:00:00,6
"i03O27","u","Q1083","BB",1/22/2003 0:00:00,6
"18T","m","Q1083","S",1/23/2003 0:00:00,6
"i0393A","m","Q1083","BB",2/17/2003 0:00:00,6
"62T","f","Q1083","S",2/19/2003 0:00:00,7
"64T","f","Q1083","S",4/11/2003 0:00:00,6
"87V","f","Q1083","R",10/11/2003 0:00:00,6
"i0450D","f","Q1083","CC",10/11/2003 0:00:00,6
"i0433H","f","Q1083","CC",10/17/2003 0:00:00,6
"38Z","f","Q1083","S",10/18/2003 0:00:00,5
"71V","m","Q1083","S",10/18/2003 0:00:00,7
"i0428H","m","Q1083","BB",10/22/2003 0:00:00,6
"01Z","m","Q1083","R",10/25/2003 0:00:00,6
"i0480C","m","Q1083","CC",10/27/2003 0:00:00,6
"i0482B","f","Q1083","CC",10/29/2003 0:00:00,6
"82V","f","Q1083","S",10/30/2003 0:00:00,8
"81V","m","Q1083","S",10/31/2003 0:00:00,7
"98V","f","Q1083","S",11/1/2003 0:00:00,6
"73V","m","Q1083","S",11/4/2003 0:00:00,7
"I0439A","m","Q1083","CC",11/4/2003 0:00:00,6
"II0439A","m","Q1083","CC",11/4/2003 0:00:00,6
"93V","m","Q1083","S",11/6/2003 0:00:00,7
"92V","m","Q1083","S",11/10/2003 0:00:00,7
"I0472F","m","Q1083","BB",11/12/2003 0:00:00,7
"I0436B","f","Q1083","BB",11/14/2003 0:00:00,7
"80V","m","Q1083","S",11/15/2003 0:00:00,7
"94V","f","Q1083","S",11/15/2003 0:00:00,6
"I0440A","m","Q1083","CC",11/15/2003 0:00:00,6
"I0464H","m","Q1083","CC",11/15/2003 0:00:00,8
"72V","m","Q1083","S",11/19/2003 0:00:00,5
"I0450F","m","Q1083","CC",11/21/2003 0:00:00,6
"I0451D","m","Q1083","BB",11/29/2003 0:00:00,7
"I04T86","f","Q1083","CC",11/29/2003 0:00:00,6
"I04R27","f","Q1083","CC",11/30/2003 0:00:00,7
"I0424K","m","Q1083","CC",11/30/2003 0:00:00,7
"I0433C","m","Q1083","R",12/2/2003 0:00:00,7
"I04Z75","m","Q1083","CC",12/3/2003 0:00:00,6
"I0419L","f","Q1083","BB",12/4/2003 0:00:00,8
"I0493A","f","Q1083","BB",12/6/2003 0:00:00,6
"I0498C","m","Q1083","CC",12/7/2003 0:00:00,8
"17Z","m","Q1083","S",12/8/2003 0:00:00,5
"I04K81","m","Q1083","R",12/9/2003 0:00:00,6
"15Z","m","Q1083","R",12/17/2003 0:00:00,8
"I0453B","f","Q1083","CC",12/19/2003 0:00:00,6
"I0489H","m","Q1083","BB",12/25/2003 0:00:00,7
"i04O30","f","Q1083","CC",1/2/2004 0:00:00,7
"i04J01","m","Q1083","BB",1/8/2004 0:00:00,6
"i0495B","f","Q1083","BB",1/13/2004 0:00:00,7
"04Z","m","Q1083","S",2/10/2004 0:00:00,6
"i0410C","u","Q1083","R",3/1/2004 0:00:00,6
"i0429I","m","Q1083","R",3/7/2004 0:00:00,8
"3A5","m","Q1083","R",10/1/2004 0:00:00,7
"0B2","f","Q1083","S",10/3/2004 0:00:00,7
"i0561K","f","Q1083","R",10/7/2004 0:00:00,7
"8A3","f","Q1083","R",10/10/2004 0:00:00,6
"8A2","f","Q1083","S",10/15/2004 0:00:00,8
"9A5","m","Q1083","F",10/16/2004 0:00:00,7
"I0530F","f","Q1083","S",10/25/2004 0:00:00,7
"6A7","m","Q1083","S",10/28/2004 0:00:00,7
"I05X34","m","Q1083","R",11/8/2004 0:00:00,7
"3A1","f","Q1083","R",11/13/2004 0:00:00,6
"I0506A","f","Q1083","S",11/14/2004 0:00:00,7
"85Z","f","Q1083","S",11/17/2004 0:00:00,8
"7A9","f","Q1083","S",11/20/2004 0:00:00,6
"5A1","f","Q1083","S",11/21/2004 0:00:00,5
"9A0","m","Q1083","S",11/22/2004 0:00:00,7
"5A0","f","Q1083","S",11/30/2004 0:00:00,6
"0B3","m","Q1083","S",12/4/2004 0:00:00,7
"6A3","f","Q1083","R",12/9/2004 0:00:00,8
"82Z","f","Q1083","S",12/9/2004 0:00:00,6
"6A9","m","Q1083","R",12/14/2004 0:00:00,8
"4A9","f","Q1083","S",12/31/2004 0:00:00,5
"I05D82","f","Q1083","S",1/25/2005 0:00:00,5
"8A4","m","Q1083","S",2/28/2005 0:00:00,7
"9A6","f","Q1083","S",3/18/2005 0:00:00,6
"0B7","f","Q1083","S",5/9/2005 0:00:00,6
"I0661K","f","Q1083","R",9/24/2005 0:00:00,7
"6C8","f","Q1083","R",10/2/2005 0:00:00,6
"I0633C","f","Q1083","R",10/23/2005 0:00:00,7
"I0671G","f","Q1083","R",10/23/2005 0:00:00,6
"2B1","f","Q1083","S",10/30/2005 0:00:00,8
"2B4","f","Q1083","S",10/30/2005 0:00:00,7
"2B9","m","Q1083","S",10/30/2005 0:00:00,7
"I0672F","m","Q1083","R",10/30/2005 0:00:00,7
"3B7","f","Q1083","S",11/3/2005 0:00:00,7
"I0606A","m","Q1083","S",11/4/2005 0:00:00,7
"I06Z82","m","Q1083","S",11/9/2005 0:00:00,7
"2B6","m","Q1083","R",11/10/2005 0:00:00,8
"2B8","f","Q1083","R",11/10/2005 0:00:00,8
"1B4","f","Q1083","S",11/11/2005 0:00:00,6
"5C3","m","Q1083","R",11/18/2005 0:00:00,7
"5B0","m","Q1083","S",12/23/2005 0:00:00,8
"3B8","f","Q1083","S",12/24/2005 0:00:00,7
"3C1","m","Q1083","S",1/19/2006 0:00:00,5
"I0688N","m","Q1083","S",1/31/2006 0:00:00,7
"3D3","m","Q1083","S",10/8/2006 0:00:00,6
"0D5","f","Q1083","S",10/8/2006 0:00:00,7
"9C6","m","Q1083","R",10/12/2006 0:00:00,6
"2D4","f","Q1083","S",10/12/2006 0:00:00,7
"2D7","m","Q1083","S",10/13/2006 0:00:00,6
"7D2","m","Q1083","S",10/15/2006 0:00:00,6
"3D4","f","Q1083","S",10/16/2006 0:00:00,8
"3D1","f","Q1083","S",10/22/2006 0:00:00,7
"2D5","m","Q1083","S",10/27/2006 0:00:00,7
"0E6","f","Q1083","R",10/27/2006 0:00:00,8
"1E6","f","Q1083","R",10/28/2006 0:00:00,8
"1D0","m","Q1083","S",10/30/2006 0:00:00,7
"2D8","m","Q1083","S",10/30/2006 0:00:00,7
"9C7","f","Q1083","S",10/30/2006 0:00:00,5
"2D6","m","Q1083","S",11/2/2006 0:00:00,8
"2D1","f","Q1083","S",11/5/2006 0:00:00,8
"1D8","m","Q1083","S",11/6/2006 0:00:00,7
"8C2","m","Q1083","R",11/30/2006 0:00:00,7
"2D3","m","Q1083","S",1/2/2007 0:00:00,9
"3D0","f","Q1083","S",2/26/2007 0:00:00,6
"9C4","m","Q1083","S",3/17/2007 0:00:00,7
"9F5","m","Q1083","S",9/19/2007 0:00:00,7
"0G2","f","Q1083","R",9/26/2007 0:00:00,7
"7F9","f","Q1083","R",9/26/2007 0:00:00,6
"1F0","m","Q1083","S",9/26/2007 0:00:00,5
"6F0","m","Q1083","S",9/28/2007 0:00:00,6
"I0839T","m","Q1083","R",9/29/2007 0:00:00,9
"2F3","f","Q1083","S",10/17/2007 0:00:00,7
"7F1","m","Q1083","S",10/18/2007 0:00:00,7
"I0882V","f","Q1083","S",10/18/2007 0:00:00,9
"I0810C","m","Q1083","R",10/22/2007 0:00:00,6
"6F9","m","Q1083","S",10/23/2007 0:00:00,7
"I08X34","f","Q1083","R",10/25/2007 0:00:00,7
"I0898V","m","Q1083","S",10/29/2007 0:00:00,7
"9F9","m","Q1083","S",11/7/2007 0:00:00,7
"0F9","m","Q1083","S",11/13/2007 0:00:00,8
"1F2","m","Q1083","S",11/18/2007 0:00:00,8
"I0833C","m","Q1083","R",11/22/2007 0:00:00,7
"I0829I","m","Q1083","R",1/12/2008 0:00:00,8
"I08T83","f","Q1083","S",1/15/2008 0:00:00,7
"3G2","f","Q1083","S",8/26/2008 0:00:00,7
"5H2","f","Q1083","S",8/26/2008 0:00:00,8
"6G9","m","Q1083","R",8/31/2008 0:00:00,7
"4H7","f","Q1083","S",8/31/2008 0:00:00,6
"9H3","m","Q1083","S",9/1/2008 0:00:00,9
"0I7","f","Q1083","S",9/1/2008 0:00:00,6
"I0945R","m","Q1083","S",9/1/2008 0:00:00,7
"4H3","f","Q1083","S",9/3/2008 0:00:00,7
"9H6","f","Q1083","S",9/10/2008 0:00:00,7
"5G8","m","Q1083","S",9/11/2008 0:00:00,9
"6G0","m","Q1083","R",9/22/2008 0:00:00,6
"5H1","m","Q1083","S",9/23/2008 0:00:00,7
"I096A3","m","Q1083","R",9/26/2008 0:00:00,9
"7G6","f","Q1083","S",10/1/2008 0:00:00,6
"6G1","f","Q1083","S",10/3/2008 0:00:00,6
"5H0","f","Q1083","S",10/3/2008 0:00:00,7
"I0910C","m","Q1083","R",10/3/2008 0:00:00,6
"8G7","m","Q1083","S",10/5/2008 0:00:00,5
"4H4","m","Q1083","S",10/9/2008 0:00:00,7
"4H6","f","Q1083","S",10/9/2008 0:00:00,7
"6G2","m","Q1083","S",10/14/2008 0:00:00,7
"7G9","m","Q1083","S",10/21/2008 0:00:00,8
"I09N16","f","Q1083","S",10/22/2008 0:00:00,6
"5H6","f","Q1083","S",11/4/2008 0:00:00,6
"8G3","m","Q1083","S",11/14/2008 0:00:00,8
"8G8","f","Q1083","R",11/16/2008 0:00:00,7
"3H3","m","Q1083","S",12/13/2008 0:00:00,7
"9I1","f","Q1083","S",9/5/2009 0:00:00,7
"0J7","f","Q1083","S",9/6/2009 0:00:00,9
"3J3","f","Q1083","R",9/13/2009 0:00:00,7
"I106A3","f","Q1083","R",9/15/2009 0:00:00,9
"I1040T","m","Q1083","R",9/15/2009 0:00:00,7
"3I7","f","Q1083","R",9/16/2009 0:00:00,6
"4I3","f","Q1083","S",9/17/2009 0:00:00,7
"4I0","m","Q1083","R",9/19/2009 0:00:00,7
"I1051R","m","Q1083","S",9/24/2009 0:00:00,8
"3J4","f","Q1083","S",9/28/2009 0:00:00,7
"4J7","f","Q1083","R",10/2/2009 0:00:00,6
"7J0","m","Q1083","S",10/2/2009 0:00:00,6
"0J9","m","Q1083","S",10/3/2009 0:00:00,7
"9I2","m","Q1083","S",10/5/2009 0:00:00,9
"6J4","f","Q1083","S",10/6/2009 0:00:00,7
"6J3","m","Q1083","S",10/15/2009 0:00:00,6
"I1042A","f","Q1083","S",10/19/2009 0:00:00,5
"6J5","m","Q1083","S",10/22/2009 0:00:00,9
"3I0","m","Q1083","S",10/25/2009 0:00:00,7
"9I3","f","Q1083","S",10/28/2009 0:00:00,7
"9J3","m","Q1083","S",10/29/2009 0:00:00,7
"3I1","m","Q1083","S",11/1/2009 0:00:00,7
"7I4","f","Q1083","S",11/1/2009 0:00:00,7
"I104A9","f","Q1083","S",11/3/2009 0:00:00,6
"3J8","m","Q1083","S",11/8/2009 0:00:00,7
"3I4","f","Q1083","S",11/8/2009 0:00:00,8
"9I0","m","Q1083","S",12/8/2009 0:00:00,8
"7I7","m","Q1083","S",12/8/2009 0:00:00,7
"8I6","f","Q1083","S",12/15/2009 0:00:00,8
"1K8","f","Q1083","S",1/31/2010 0:00:00,7
"6L8","m","Q1083","S",9/5/2010 0:00:00,7
"3L9","f","Q1083","S",9/11/2010 0:00:00,6
"9K6","f","Q1083","S",9/16/2010 0:00:00,9
"0L6","f","Q1083","S",9/21/2010 0:00:00,9
"9L7","f","Q1083","R",9/23/2010 0:00:00,6
"5L3","m","Q1083","S",9/24/2010 0:00:00,7
"9K5","m","Q1083","S",9/25/2010 0:00:00,7
"5L1","m","Q1083","S",9/26/2010 0:00:00,7
"5L0","m","Q1083","R",9/26/2010 0:00:00,7
"I1130F","m","Q1083","S",10/4/2010 0:00:00,7
"9L0","f","Q1083","R",10/7/2010 0:00:00,9
"9K1","f","Q1083","S",10/7/2010 0:00:00,9
"0L9","f","Q1083","S",10/9/2010 0:00:00,7
"0L5","m","Q1083","S",10/13/2010 0:00:00,6
"I119C7","m","Q1083","S",10/18/2010 0:00:00,6
"1L0","m","Q1083","S",10/22/2010 0:00:00,8
"9K9","m","Q1083","S",10/23/2010 0:00:00,7
"9L6","f","Q1083","S",10/28/2010 0:00:00,6
"0L8","f","Q1083","S",10/29/2010 0:00:00,7
"9K3","m","Q1083","S",11/3/2010 0:00:00,6
"I1110C","m","Q1083","R",11/7/2010 0:00:00,6
"8K5","f","Q1083","S",11/21/2010 0:00:00,6
"1L6","f","Q1083","S",12/1/2010 0:00:00,8
"5L4","m","Q1083","S",12/9/2010 0:00:00,8
"7M1","m","Q1083","S",8/12/2011 0:00:00,6
"1M4","f","Q1083","R",8/13/2011 0:00:00,9
"8M3","f","Q1083","S",8/13/2011 0:00:00,7
"5M6","f","Q1083","R",8/14/2011 0:00:00,7
"0M9","m","Q1083","S",8/15/2011 0:00:00,8
"2N9","m","Q1083","S",8/16/2011 0:00:00,7
"6M5","m","Q1083","R",8/17/2011 0:00:00,6
"7M7","m","Q1083","S",8/19/2011 0:00:00,8
"6M8","m","Q1083","S",8/19/2011 0:00:00,8
"8M2","f","Q1083","S",8/24/2011 0:00:00,7
"I125A0","m","Q1083","S",8/31/2011 0:00:00,7
"7M5","f","Q1083","S",9/5/2011 0:00:00,9
"8M5","m","Q1083","S",9/7/2011 0:00:00,9
"8M4","f","Q1083","S",9/8/2011 0:00:00,9
"6N0","m","Q1083","R",9/12/2011 0:00:00,7
"6M9","f","Q1083","S",9/12/2011 0:00:00,6
"I1257T","m","Q1083","S",9/14/2011 0:00:00,9
"7M4","m","Q1083","S",9/20/2011 0:00:00,8
"7M3","m","Q1083","S",9/25/2011 0:00:00,7
"I12X34","m","Q1083","R",9/29/2011 0:00:00,7
"8M0","f","Q1083","S",10/1/2011 0:00:00,9
"8M6","f","Q1083","S",10/3/2011 0:00:00,6
"I12T83","f","Q1083","S",10/18/2011 0:00:00,7
"7M8","m","Q1083","S",10/21/2011 0:00:00,8
"I1210C","m","Q1083","R",10/23/2011 0:00:00,6
"I12X34-K","m","Q1083","R",11/13/2011 0:00:00,7
"I126A3","m","Q1083","R",11/15/2011 0:00:00,9
"7M2","f","Q1083","S",12/11/2011 0:00:00,6
"I13Z82","m","Q1083","S",5/10/2012 0:00:00,7
"5P2","m","Q1083","S",6/13/2012 0:00:00,8
"I133D1","m","Q1083","S",6/13/2012 0:00:00,8
"4P3","f","Q1083","S",6/17/2012 0:00:00,7
"I131B4","f","Q1083","S",6/17/2012 0:00:00,7
"1O4","f","Q1083","R",8/5/2012 0:00:00,8
"I130G2","f","Q1083","R",8/5/2012 0:00:00,8
"2P7","f","Q1083","S",8/7/2012 0:00:00,7
"I1388N","f","Q1083","S",8/7/2012 0:00:00,7
"5P1","f","Q1083","S",8/8/2012 0:00:00,7
"I135H6","f","Q1083","S",8/8/2012 0:00:00,7
"7O1","m","Q1083","S",8/16/2012 0:00:00,6
"I130I7","m","Q1083","S",8/16/2012 0:00:00,7
"I1357T","m","Q1083","S",8/18/2012 0:00:00,9
"I134H7","f","Q1083","S",8/22/2012 0:00:00,7
"9O9","m","Q1083","S",8/24/2012 0:00:00,7
"I135A0","m","Q1083","S",8/24/2012 0:00:00,7
"6O5","m","Q1083","S",8/25/2012 0:00:00,7
"0P9","m","Q1083","R",8/25/2012 0:00:00,6
"I1338Z","m","Q1083","S",8/25/2012 0:00:00,6
"I1354N","m","Q1083","R",8/25/2012 0:00:00,6
"4P5","f","Q1083","S",8/29/2012 0:00:00,6
"I139C7","f","Q1083","S",8/29/2012 0:00:00,6
"I133D4","f","Q1083","S",9/1/2012 0:00:00,9
"6O6","m","Q1083","S",9/3/2012 0:00:00,8
"5P0","f","Q1083","S",9/3/2012 0:00:00,6
"I133B8","m","Q1083","S",9/3/2012 0:00:00,8
"I135A1","f","Q1083","S",9/3/2012 0:00:00,6
"2P5","m","Q1083","R",9/4/2012 0:00:00,9
"I131E6","m","Q1083","R",9/4/2012 0:00:00,9
"1P3","m","Q1083","S",9/5/2012 0:00:00,7
"I1382Z","m","Q1083","S",9/5/2012 0:00:00,7
"6O9","f","Q1083","S",9/6/2012 0:00:00,8
"I132B4","f","Q1083","S",9/6/2012 0:00:00,8
"2O8","f","Q1083","R",9/8/2012 0:00:00,7
"I138A3","f","Q1083","R",9/8/2012 0:00:00,7
"6O8","m","Q1083","S",9/14/2012 0:00:00,8
"I132D4","m","Q1083","S",9/14/2012 0:00:00,8
"8O1","m","Q1083","S",9/15/2012 0:00:00,8
"I1381I","m","Q1083","S",9/15/2012 0:00:00,8
"I1382V","f","Q1083","S",9/18/2012 0:00:00,9
"0P7","m","Q1083","S",9/25/2012 0:00:00,7
"I1336D","m","Q1083","S",9/25/2012 0:00:00,7
"0P5","f","Q1083","S",9/29/2012 0:00:00,8
"2P8","m","Q1083","S",9/29/2012 0:00:00,7
"I1397R","f","Q1083","S",9/29/2012 0:00:00,8
"I137A9","m","Q1083","S",9/29/2012 0:00:00,7
"0Q6","f","Q1083","S",9/30/2012 0:00:00,7
"I137G6","f","Q1083","S",9/30/2012 0:00:00,7
"1P7","m","Q1083","S",10/2/2012 0:00:00,9
"I136A3","f","Q1083","R",10/2/2012 0:00:00,9
"I132B1","m","Q1083","S",10/2/2012 0:00:00,9
"4P8","m","Q1083","S",10/3/2012 0:00:00,6
"I1374K","m","Q1083","S",10/3/2012 0:00:00,6
"4P9","f","Q1083","S",10/4/2012 0:00:00,6
"I134A9","f","Q1083","S",10/4/2012 0:00:00,6
"9O6","f","Q1083","S",10/21/2012 0:00:00,8
"I134H3","f","Q1083","S",10/21/2012 0:00:00,8
"5P3","m","Q1083","S",10/24/2012 0:00:00,7
"I1370T","m","Q1083","S",10/24/2012 0:00:00,7
"2O2","m","Q1083","R",10/29/2012 0:00:00,6
"I1310C","m","Q1083","R",10/29/2012 0:00:00,6
"4P4","f","Q1083","S",11/6/2012 0:00:00,9
"I132D1","f","Q1083","S",11/6/2012 0:00:00,9
"5R4","m","Q1083","S",7/24/2013 0:00:00,8
"4R8","m","Q1083","S",7/30/2013 0:00:00,8
"7Q1","m","Q1083","S",8/5/2013 0:00:00,8
"5Q5","f","Q1083","R",8/8/2013 0:00:00,6
"I144H7","m","Q1083","S",8/11/2013 0:00:00,7
"7Q5","m","Q1083","S",8/11/2013 0:00:00,8
"8Q0","m","Q1083","S",8/19/2013 0:00:00,7
"7Q6","f","Q1083","S",8/20/2013 0:00:00,6
"1R8","m","Q1083","S",8/20/2013 0:00:00,9
"7Q2","f","Q1083","S",8/24/2013 0:00:00,8
"8Q3","f","Q1083","S",8/27/2013 0:00:00,9
"3Q4","f","Q1083","R",8/27/2013 0:00:00,7
"8Q4","m","Q1083","S",8/31/2013 0:00:00,6
"4S4","m","Q1083","S",9/1/2013 0:00:00,7
"8Q2","m","Q1083","S",9/6/2013 0:00:00,7
"I143J4","f","Q1083","S",9/7/2013 0:00:00,8
"4R1","f","Q1083","S",9/10/2013 0:00:00,8
"4Q9","m","Q1083","R",9/16/2013 0:00:00,8
"4R0","f","Q1083","S",9/22/2013 0:00:00,7
"7Q9","m","Q1083","S",9/27/2013 0:00:00,9
"1S6","f","Q1083","S",9/28/2013 0:00:00,9
"8Q5","m","Q1083","S",9/29/2013 0:00:00,8
"8Q7","f","Q1083","S",10/1/2013 0:00:00,6
"I147I4","f","Q1083","S",10/8/2013 0:00:00,8
"I1457T","m","Q1083","S",10/16/2013 0:00:00,9
"7Q0","f","Q1083","S",10/21/2013 0:00:00,6
"7Q4","f","Q1083","S",10/22/2013 0:00:00,7
"2R3","m","Q1083","S",10/30/2013 0:00:00,7
"5R3","f","Q1083","S",11/3/2013 0:00:00,6
"7Q7","f","Q1083","S",11/25/2013 0:00:00,8
"I155H6","f","Q1083","S",6/9/2014 0:00:00,7
"7S4","f","Q1083","R",7/14/2014 0:00:00,8
"7T2","f","Q1083","R",7/14/2014 0:00:00,9
"3T8","m","Q1083","S",8/11/2014 0:00:00,7
"7S8","f","Q1083","R",8/12/2014 0:00:00,7
"3T7","f","Q1083","S",8/15/2014 0:00:00,8
"2U7","f","Q1083","S",8/17/2014 0:00:00,7
"2T6","m","Q1083","S",8/17/2014 0:00:00,8
"2T9","f","Q1083","S",8/18/2014 0:00:00,7
"1U0","f","Q1083","S",8/18/2014 0:00:00,7
"3T2","m","Q1083","S",8/23/2014 0:00:00,9
"1T2","f","Q1083","R",8/24/2014 0:00:00,7
"0U0","m","Q1083","S",8/28/2014 0:00:00,9
"1U5","f","Q1083","S",8/29/2014 0:00:00,8
"I152B4","f","Q1083","S",8/29/2014 0:00:00,8
"9U0","f","Q1083","S",9/1/2014 0:00:00,8
"1U2","m","Q1083","S",9/4/2014 0:00:00,6
"0U7","f","Q1083","S",9/7/2014 0:00:00,10
"9T2","m","Q1083","S",9/8/2014 0:00:00,8
"2U4","f","Q1083","S",9/10/2014 0:00:00,7
"1U3","f","Q1083","S",9/11/2014 0:00:00,8
"3T5","f","Q1083","S",9/12/2014 0:00:00,9
"1U4","m","Q1083","S",9/19/2014 0:00:00,8
"I152D4","m","Q1083","S",9/20/2014 0:00:00,8
"1U6","m","Q1083","S",9/21/2014 0:00:00,7
"7T5","f","Q1083","R",9/24/2014 0:00:00,6
"0U9","m","Q1083","S",9/27/2014 0:00:00,8
"I1598V","f","Q1083","S",10/5/2014 0:00:00,7
"0U8","f","Q1083","S",10/6/2014 0:00:00,7
"2U6","f","Q1083","S",10/7/2014 0:00:00,9
"1U1","m","Q1083","S",11/8/2014 0:00:00,8
"9T3","f","Q1083","S",12/9/2014 0:00:00,9
"I160L9","f","Q1083","S",7/2/2015 0:00:00,8
"0W9","f","Q1083","R",7/5/2015 0:00:00,8
"4V2","f","Q1083","S",7/7/2015 0:00:00,8
"2V8","f","Q1083","S",7/8/2015 0:00:00,6
"1V8","f","Q1083","S",7/8/2015 0:00:00,7
"4V9","f","Q1083","S",7/14/2015 0:00:00,8
"6V2","f","Q1083","R",7/17/2015 0:00:00,10
"3V5","f","Q1083","S",7/24/2015 0:00:00,7
"0W5","m","Q1083","R",7/26/2015 0:00:00,9
"4V1","f","Q1083","R",8/2/2015 0:00:00,10
"5V2","f","Q1083","S",8/3/2015 0:00:00,6
"8W7","f","Q1083","S",8/3/2015 0:00:00,7
"4V6","m","Q1083","S",8/4/2015 0:00:00,7
"3V6","f","Q1083","S",8/8/2015 0:00:00,6
"4V7","m","Q1083","S",8/10/2015 0:00:00,7
"3V1","f","Q1083","S",8/10/2015 0:00:00,7
"1W0","f","Q1083","R",8/14/2015 0:00:00,7
"5V3","f","Q1083","S",8/19/2015 0:00:00,6
"3V9","m","Q1083","S",8/20/2015 0:00:00,7
"2V4","m","Q1083","S",8/22/2015 0:00:00,8
"2W6","m","Q1083","R",8/23/2015 0:00:00,7
"4V4","f","Q1083","S",8/23/2015 0:00:00,8
"8W9","f","Q1083","S",8/24/2015 0:00:00,9
"4V8","f","Q1083","S",8/28/2015 0:00:00,8
"5V4","f","Q1083","S",8/29/2015 0:00:00,6
"2W1","f","Q1083","R",9/6/2015 0:00:00,6
"0W2","f","Q1083","S",9/8/2015 0:00:00,7
"3V0","m","Q1083","S",9/20/2015 0:00:00,9
"2V2","m","Q1083","S",9/22/2015 0:00:00,8
"3V8","m","Q1083","S",9/24/2015 0:00:00,7
"3V2","m","Q1083","S",10/3/2015 0:00:00,7
"I1682V","f","Q1083","S",10/4/2015 0:00:00,9
"4V5","f","Q1083","S",10/8/2015 0:00:00,8
"5V5","m","Q1083","S",11/5/2015 0:00:00,9
"1Z3","m","Q1083","S",6/20/2016 0:00:00,7
"2Z4","m","Q1083","S",6/27/2016 0:00:00,7
"0Z8","f","Q1083","S",7/5/2016 0:00:00,7
"2Z3","f","Q1083","S",7/12/2016 0:00:00,6
"1Z8","m","Q1083","S",7/14/2016 0:00:00,8
"I174A9","f","Q1083","S",7/30/2016 0:00:00,6
"I179K6","m","Q1083","S",7/31/2016 0:00:00,10
"I1774K","f","Q1083","S",8/19/2016 0:00:00,6
"2Z6","f","Q1083","S",8/27/2016 0:00:00,8
"2Z2","f","Q1083","S",8/28/2016 0:00:00,9
"4Z2","m","Q1083","R",8/31/2016 0:00:00,8
"I175A0","m","Q1083","S",2/7/2017 0:00:00,7
"2Z1","m","Q1083","S",6/10/2017 0:00:00,7
"5Z0","f","Q1083","S",6/10/2017 0:00:00,7
"1Z1","f","Q1083","S",6/14/2017 0:00:00,8
"1Z6","m","Q1083","S",6/19/2017 0:00:00,9
"I189L7","m","Q1083","R",6/22/2017 0:00:00,7
"4Z3","m","Q1083","R",7/8/2017 0:00:00,9
"2Z5","f","Q1083","S",7/13/2017 0:00:00,7
"1Z5","m","Q1083","S",7/16/2017 0:00:00,7
"0Z6","m","Q1083","S",7/20/2017 0:00:00,8
"1Z2","m","Q1083","S",8/6/2017 0:00:00,7
"1Z4","f","Q1083","S",8/12/2017 0:00:00,8
"0Z9","m","Q1083","S",8/13/2017 0:00:00,6
"0Z7","M","Q1083","S",9/7/2017 0:00:00,7
"1Z7","F","Q1083","S",10/19/2017 0:00:00,7
"AL8","f","Q1083","S",5/25/2018 0:00:00,8
"AR6","f","Q1083","S",5/28/2018 0:00:00,10
"AU3","m","Q1083","S",6/1/2018 0:00:00,9
"AW8","f","Q1083","R",6/3/2018 0:00:00,8
"AO7","f","Q1083","S",6/7/2018 0:00:00,8
"AR9","m","Q1083","S",6/7/2018 0:00:00,8
"AL6","m","Q1083","S",6/10/2018 0:00:00,10
"AW3","f","Q1083","S",6/11/2018 0:00:00,7
"AU6","f","Q1083","R",6/13/2018 0:00:00,8
"AW6","f","Q1083","R",6/13/2018 0:00:00,8
